permalink,name,homepage_url,category_list,market,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,status_code
/organization/golfshop-online,Golfshop Online,http://golfshop-online.net,|Sports|E-Commerce|,Sports,35000.0,operating,CHE,,Zurich,Zug,1.0,2011-08-20,2011-08,2011-Q3,2011.0,2013-01-01,2013-01-01,35000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/nexus-dx,Nexus Dx,http://nexus-dx.com,|Health Care|Biotechnology|,Health Care,9000000.0,acquired,USA,CA,San Diego,San Diego,1.0,,,,,2009-09-28,2009-09-28,0.0,9000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
/organization/evolucion-innovations,Evolucion Innovations,http://www.evo.com,|E-Commerce|,E-Commerce,7577657.0,operating,USA,WA,Seattle,Seattle,2.0,,,,,2010-04-19,2010-07-08,0.0,6577657.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/iplocks,IPLocks,,|Security|,Security,15400000.0,acquired,USA,CA,SF Bay Area,Sunnyvale,1.0,2002-01-01,2002-01,2002-Q1,2002.0,2006-06-14,2006-06-14,0.0,15400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400000.0,0.0,0.0,0.0,0.0,2
/organization/iqua,Iqua,http://www.iqua.com,|Mobile|,Mobile,5720000.0,operating,FIN,,Helsinki,Espoo,2.0,2004-01-01,2004-01,2004-Q1,2004.0,2006-01-25,2006-12-07,0.0,5720000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3060000.0,2660000.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/infused-medical-technology,Infused Medical Technology,http://infusedmedical.com/about.html,|Health and Wellness|,Health and Wellness,4380002.0,operating,USA,TX,Dallas,Dallas,2.0,,,,,2013-12-19,2014-08-14,0.0,4380002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/lijit-networks,Lijit Networks,http://www.lijit.com,|Advertising|,Advertising,28300000.0,acquired,USA,CO,Denver,Boulder,6.0,2006-06-01,2006-06,2006-Q2,2006.0,2007-01-01,2011-04-20,0.0,27300000.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900000.0,3300000.0,7100000.0,6000000.0,10000000.0,0.0,0.0,0.0,2
/organization/orlebar-brown,Orlebar Brown,http://orlebarbrown.co.uk,|Fashion|,Fashion,12122011.0,operating,,,,,1.0,2007-01-01,2007-01,2007-Q1,2007.0,2013-08-06,2013-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12122011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/penumbra,Penumbra,http://penumbrainc.com,|Biotechnology|,Biotechnology,121230.0,operating,USA,CA,SF Bay Area,Alameda,1.0,2004-01-01,2004-01,2004-Q1,2004.0,2012-11-02,2012-11-02,121230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/polisofia,Polisofia,http://www.polisofia.com,|Crowdsourcing|Enterprise Software|,Enterprise Software,170000.0,operating,CHL,,Santiago,Santiago,2.0,2011-09-01,2011-09,2011-Q3,2011.0,2011-10-31,2012-03-31,170000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/semetric,Semetric,http://semetric.com,|Analytics|,Analytics,4700000.0,operating,GBR,,London,London,1.0,2008-01-01,2008-01,2008-Q1,2008.0,2013-01-23,2013-01-23,0.0,4700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/designface-it,DesignFace IT,http://www.design-face.com,|Web Development|Web Design|Web Hosting|,Web Design,3766.0,operating,ROM,,ROM - Other,Targu Jiu,2.0,2013-08-08,2013-08,2013-Q3,2013.0,2014-02-17,2014-11-01,3766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/njoy,NJOY,http://www.njoy.com,|Health and Wellness|Hardware + Software|,Health and Wellness,165000000.0,operating,USA,AZ,Phoenix,Scottsdale,3.0,2006-01-01,2006-01,2006-Q1,2006.0,2012-04-09,2014-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/moneylib,Moneylib,http://moneylib.com,|E-Commerce|Payments|Mobile Payments|,E-Commerce,265000.0,operating,FRA,,Paris,Paris,1.0,2012-09-04,2012-09,2012-Q3,2012.0,2012-10-15,2012-10-15,265000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/deehubs,Deehubs,http://deehubs.com,|New Product Development|Outdoor Advertising|Mobile|Games|Location Based Services|Advertising|Social Network Media|Social Media|,Outdoor Advertising,47000.0,operating,USA,WA,Seattle,Seattle,2.0,2014-01-04,2014-01,2014-Q1,2014.0,2014-02-01,2014-09-08,47000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/buddybounce,BuddyBounce,http://www.buddybounce.com,|Celebrity|Social Media Marketing|Analytics|Incentives|Curated Web|,Celebrity,80953.0,operating,GBR,,London,London,3.0,2010-06-01,2010-06,2010-Q2,2010.0,2012-11-01,2014-03-07,80953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/telepathy,Telepathy,http://tele-pathy.org,|Hardware + Software|,Hardware + Software,5000000.0,operating,USA,CA,SF Bay Area,Sunnyvale,1.0,2013-01-01,2013-01,2013-Q1,2013.0,2013-09-03,2013-09-03,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/happier-inc,Happier Inc.,http://www.happier.com,|Mobile|,Mobile,1200000.0,operating,USA,MA,Boston,Boston,2.0,2012-05-01,2012-05,2012-Q2,2012.0,2012-07-01,2014-08-11,1200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/intheglo,IntheGlo,http://www.intheglo.com,|E-Commerce|,E-Commerce,30000.0,operating,USA,NY,New York City,New York,1.0,2008-05-01,2008-05,2008-Q2,2008.0,2009-03-01,2009-03-01,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/band-digital,Band Digital,,|Internet Marketing|,Internet Marketing,7294000.0,operating,USA,IL,Chicago,Chicago,4.0,1984-01-01,1984-01,1984-Q1,1984.0,2009-07-15,2012-02-09,0.0,0.0,0.0,7294000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/fidus-writer,Fidus Writer,http://fiduswriter.org,,,40000.0,operating,,,,,1.0,2012-01-01,2012-01,2012-Q1,2012.0,2012-11-19,2012-11-19,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/zoove,Zoove,http://zoove.com,|Advertising|App Marketing|Mobile|,Mobile,59139710.0,acquired,USA,NY,New York City,New York,7.0,2004-03-01,2004-03,2004-Q1,2004.0,2006-06-20,2014-03-05,0.0,59139710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800000.0,0.0,13000000.0,15000000.0,15000000.0,0.0,0.0,0.0,2
/organization/health-as-we-age,Health As We Age,http://healthasweage.com,|Incentives|Fitness|Medical Devices|Health and Insurance|Health and Wellness|,Health and Wellness,605000.0,operating,,,,,2.0,2013-01-01,2013-01,2013-Q1,2013.0,2014-07-31,2014-08-01,500000.0,0.0,0.0,0.0,0.0,0.0,105000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/sg-biofuels,SGB,http://www.sgbiofuels.com,|Biotechnology|,Biotechnology,37400000.0,operating,USA,CA,San Diego,Encinitas,3.0,2007-01-01,2007-01,2007-Q1,2007.0,2010-09-14,2014-09-09,0.0,37400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9400000.0,17000000.0,11000000.0,0.0,0.0,0.0,0.0,0.0,1
/organization/fik-stores,Fik Stores,http://fikstores.com,|Mobile Commerce|E-Commerce|,E-Commerce,100000.0,operating,ESP,,Madrid,Madrid,1.0,2012-06-01,2012-06,2012-Q2,2012.0,2012-08-15,2012-08-15,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/mindset-media,Mindset Media,http://www.mindset-media.com,|Brand Marketing|Media|Internet|,Media,4245714.0,acquired,USA,NY,New York City,New York,1.0,,,,,2009-04-10,2009-04-10,0.0,4245714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
/organization/oyco-systems,OYCO Systems,http://www.oyco.com,|Curated Web|,Curated Web,1190000.0,closed,,,,,1.0,,,,,2008-02-07,2008-02-07,0.0,1190000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
/organization/getninjas,GetNinjas,http://www.getninjas.com.br,|Advertising|,Advertising,3000000.0,operating,BRA,,Sao Paulo,S�o Paulo,3.0,2011-04-01,2011-04,2011-Q2,2011.0,2011-04-01,2013-04-06,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/therox,TherOx,http://www.therox.com,|Medical Devices|Health Care|,Health Care,40269499.0,operating,USA,CA,Anaheim,Irvine,4.0,1994-01-01,1994-01,1994-Q1,1994.0,2008-02-01,2014-08-21,0.0,30000000.0,0.0,0.0,0.0,10269499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000000.0,0.0,0.0,0.0,1
/organization/yardsellr,YellowDog Media,http://yardsellr.com,|Curated Web|,Curated Web,5750000.0,closed,USA,CA,SF Bay Area,San Francisco,2.0,2009-10-01,2009-10,2009-Q4,2009.0,2010-03-01,2010-11-22,750000.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
/organization/clipclock,ClipClock,http://clipclock.com,|Social Media|SEO|Video|Curated Web|,Video,750000.0,closed,RUS,,Moscow,Moscow,3.0,2012-02-02,2012-02,2012-Q1,2012.0,2012-01-10,2012-11-07,200000.0,500000.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
/organization/lexplique-lk-splik,Lexplique - /l?k � splik/,http://lexplique.com,|Legal|,Legal,40000.0,operating,USA,CA,SF Bay Area,San Francisco,1.0,2011-01-01,2011-01,2011-Q1,2011.0,2012-08-10,2012-08-10,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/crowdflower,CrowdFlower,http://www.crowdflower.com,|Cloud Data Services|Crowdsourcing|Enterprise Software|,Cloud Data Services,28000000.0,operating,USA,CA,SF Bay Area,San Francisco,4.0,2009-12-20,2009-12,2009-Q4,2009.0,2009-03-01,2014-09-17,1200000.0,26800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,9300000.0,12500000.0,0.0,0.0,0.0,0.0,0.0,1
/organization/surikate,Surikate,http://www.surikate.com,|App Marketing|Mobile|,Mobile,1800000.0,operating,FRA,,Paris,Paris,1.0,2010-06-01,2010-06,2010-Q2,2010.0,2011-07-01,2011-07-01,0.0,1800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/ardent-capital,Ardent Capital,http://www.ardentcap.com,|Advertising|E-Commerce|Startups|Finance|,Advertising,12500000.0,operating,THA,,Bangkok,Bangkok,2.0,2011-11-01,2011-11,2011-Q4,2011.0,2013-06-03,2014-09-22,0.0,12500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/conversion-sound,Conversion Sound,http://www.conversionsound.com,|Hardware + Software|,Hardware + Software,5634740.0,operating,USA,IL,Chicago,Park Ridge,1.0,,,,,2014-02-03,2014-02-03,0.0,5634740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/interacting-technology,Interacting Technology,http://www.interactech.com,|Social Media Platforms|Social Network Media|,Social Network Media,2400000.0,operating,ISR,,Tel Aviv,Tel Aviv,3.0,2012-06-04,2012-06,2012-Q2,2012.0,2013-03-30,2014-03-27,0.0,0.0,0.0,0.0,0.0,0.0,2400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/the-innovation-factory,The Innovation Factory,http://if-chicago.com,|Manufacturing|Technology|Startups|Crowdfunding|Curated Web|,Manufacturing,250000.0,operating,USA,IL,Chicago,Chicago,1.0,2012-06-01,2012-06,2012-Q2,2012.0,2013-03-31,2013-03-31,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/corso,Corso,http://corso3.com,|Software|,Software,530338.0,operating,USA,NY,New York City,New York,1.0,2009-01-01,2009-01,2009-Q1,2009.0,2013-12-20,2013-12-20,530338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/thuuz,Thuuz,http://www.Thuuz.com,|Mobile|Ediscovery|Television|Sports|,Ediscovery,4200000.0,operating,USA,CA,SF Bay Area,Palo Alto,1.0,2010-09-09,2010-09,2010-Q3,2010.0,2012-09-25,2012-09-25,0.0,4200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/wicked-loot,Wicked Loot,http://www.wickedloot.com,|Games|,Games,20000.0,operating,USA,HI,Honolulu,Honolulu,1.0,2012-08-01,2012-08,2012-Q3,2012.0,2013-04-29,2013-04-29,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/farmhopping,farmhopping,http://farmhopping.com,|Marketplaces|Farming|Farmers Market|Organic Food|Environmental Innovation|Sustainability|Crowdfunding|Collaborative Consumption|Curated Web|,Organic Food,108189.0,operating,GBR,,London,London,4.0,2012-01-01,2012-01,2012-Q1,2012.0,2012-07-31,2013-12-01,94599.0,0.0,0.0,0.0,13590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/adsit,AdsIt,http://www.91adv.com,|Advertising|,Advertising,5000000.0,operating,CHN,,Beijing,Beijing,1.0,,,,,2007-11-29,2007-11-29,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/sidekick-games,Sidekick Games,http://www.sidekick.co.il/web/,,,150000.0,operating,ISR,,Tel Aviv,Tel Aviv,1.0,2010-01-01,2010-01,2010-Q1,2010.0,2010-05-01,2010-05-01,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/enlivex-therapeutics,Enlivex Therapeutics,http://enlivexpharm.com,|Therapeutics|Health Care Information Technology|Medical Devices|,Medical Devices,7000000.0,operating,ISR,,ISR - Other,,1.0,2005-10-01,2005-10,2005-Q4,2005.0,2014-05-18,2014-05-18,0.0,0.0,0.0,0.0,0.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/dublin-distillers,Dublin Distillers,http://www.dublindistillers.com/,|Wine And Spirits|,Wine And Spirits,4650000.0,operating,USA,NY,New York City,New York,2.0,2011-01-01,2011-01,2011-Q1,2011.0,2011-06-10,2012-03-28,150000.0,4500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/divvydown,DivvyDown,http://www.divvydown.com/,|B2B|Marketplaces|E-Commerce|,Marketplaces,32500.0,operating,USA,NY,New York City,New York,1.0,2012-01-01,2012-01,2012-Q1,2012.0,2013-08-15,2013-08-15,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/checkio,CheckiO,http://www.checkio.org,|Artificial Intelligence|Online Gaming|Communities|Education|,Communities,750000.0,operating,USA,NV,Las Vegas,Las Vegas,1.0,2012-04-01,2012-04,2012-Q2,2012.0,2014-01-10,2014-01-10,750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/promodity,Promodity,http://www.promodity.com,|Advertising|,Advertising,1500000.0,operating,,,,,1.0,,,,,2012-07-17,2012-07-17,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/armedzilla-com,ArmedZilla,http://www.ArmedZilla.com,|Social Media|,Social Media,1347000.0,operating,USA,AZ,Phoenix,Scottsdale,2.0,2009-09-29,2009-09,2009-Q3,2009.0,2009-10-16,2011-12-30,100000.0,1247000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/ripcode,RipCode,http://www.ripcode.com,|Software|,Software,36500000.0,closed,USA,TX,Dallas,Richardson,5.0,2006-08-06,2006-08,2006-Q3,2006.0,2006-11-01,2010-06-28,0.0,35500000.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,12500000.0,12500000.0,0.0,0.0,0.0,0.0,0.0,0
/organization/bioelectronics,BioElectronics,http://www.bielcorp.com,|Biotechnology|,Biotechnology,50000.0,operating,USA,MD,Hagerstown,Frederick,1.0,,,,,2012-11-09,2012-11-09,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/ourcrowd,OurCrowd,http://www.ourcrowd.com,|Crowdfunding|Venture Capital|Startups|,Venture Capital,25000000.0,operating,ISR,,Tel Aviv,Jerusalem,1.0,2012-10-01,2012-10,2012-Q4,2012.0,2014-04-28,2014-04-28,0.0,25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/mapplas,Mapplas,http://www.mapplas.com/,|Developer APIs|Mobile|,Developer APIs,20000.0,operating,ESP,,San Sebasti�n De Los Reyes,San Sebasti�n De Los Reyes,1.0,,,,,2013-01-15,2013-01-15,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/dustcloud,Dustcloud,http://www.thedustcloud.com,|Games|,Games,77000.0,operating,DEU,,Berlin,Berlin,2.0,2013-08-01,2013-08,2013-Q3,2013.0,2013-01-01,2013-06-22,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/forgame,Forgame,http://www.forgame.com,|Games|,Games,72790000.0,operating,,,,,2.0,2009-01-01,2009-01,2009-Q1,2009.0,2012-06-01,2013-04-01,0.0,72790000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68790000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/keepstream,Keepstream,http://keepstream.com,|Social Media|Real Time|Curated Web|,Social Media,20000.0,acquired,USA,TX,Austin,Austin,1.0,2010-01-01,2010-01,2010-Q1,2010.0,2010-05-01,2010-05-01,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
/organization/mobilepeople,mobilePeople,http://www.mobilepeople.com,|Mobile|,Mobile,7520000.0,operating,DNK,,Copenhagen,Copenhagen,1.0,2002-01-01,2002-01,2002-Q1,2002.0,2008-10-01,2008-10-01,0.0,7520000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/biosurplus,BioSurplus,http://www.biosurplus.com,|Biotechnology|,Biotechnology,3900000.0,operating,USA,CA,San Diego,San Diego,2.0,2002-01-01,2002-01,2002-Q1,2002.0,2012-05-11,2012-07-17,0.0,3900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/gallery-alsharq,Gallery AlSharq,http://galleryalsharq.com/UserLanding/default.aspx,|Content|Photography|,Content,100000.0,operating,JOR,,Amman,Amman,1.0,,,,,2014-08-01,2014-08-01,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/blue-tornado,Blue Tornado,http://skyviapp.com,|Software|,Software,1000000.0,operating,USA,CA,SF Bay Area,San Francisco,1.0,2012-01-01,2012-01,2012-Q1,2012.0,2012-09-06,2012-09-06,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/sun-lite-metals,Sun-Lite Metals,http://www.sunlite-metals.com/,|Manufacturing|,Manufacturing,1000000.0,operating,USA,CA,Los Angeles,Los Angeles,1.0,1994-06-01,1994-06,1994-Q2,1994.0,2014-01-20,2014-01-20,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/education-networks-of-america,Education Networks of America,http://www.ena.com,|Education|,Education,14300000.0,operating,USA,TN,Nashville,Nashville,1.0,,,,,2010-03-18,2010-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/reaching-our-outdoor-friends-roof,Reaching Our Outdoor Friends (ROOF),http://roof-agency.net,|Nonprofits|,Nonprofits,20000.0,operating,CAN,ON,Toronto,Toronto,1.0,1988-01-01,1988-01,1988-Q1,1988.0,2014-03-05,2014-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/accessdata,AccessData,http://www.accessdata.com,|Enterprise Software|,Enterprise Software,45000000.0,operating,USA,UT,Salt Lake City,Lindon,2.0,1987-01-01,1987-01,1987-Q1,1987.0,2013-03-15,2013-03-15,0.0,0.0,0.0,0.0,0.0,25000000.0,0.0,0.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/belly,Belly,http://www.bellycard.com,|Android|iPhone|Mobile|Incentives|Loyalty Programs|Advertising|,Loyalty Programs,24975000.0,operating,USA,IL,Chicago,Chicago,4.0,2011-08-01,2011-08,2011-Q3,2011.0,2011-08-01,2013-08-28,375000.0,24600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,22100000.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/triple-lift,TripleLift,http://triplelift.com,|Advertising|,Advertising,6125000.0,operating,USA,NY,New York City,New York,3.0,2012-01-09,2012-01,2012-Q1,2012.0,2012-01-11,2014-03-05,2125000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
/organization/enduring-hydro-llc,Enduring Hydro,http://enduringhydro.com,|Renewable Energies|,Renewable Energies,3178867.0,operating,USA,MD,"Washington, D.C.",Chevy Chase,1.0,2011-01-01,2011-01,2011-Q1,2011.0,2014-05-19,2014-05-19,0.0,3178867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
